,review,sentiments
285,"Air panas nya gak keluar...,di lantai 3 bnyak kupu2..klo malam",positif
286,"Baguss .. ad kolam renang nya
Lobby nya keren .. sarapan nya juga enak
Kamar bersih . Bagus pokok nya",positif
287,"Tempat fitness dan nya bagus, namun sayang wifi nya jelek, air panasnya gak keluar, mohon di perbaiki karena dari segi lokasi lumayan nyaman",positif
288,Cukup nyaman dan murah hotel nya dekat pusat perbelanjaan...sudah termasuk breakfast,positif
289,"Gedung doang dari luar terlihat bagus. Dalamnya... Kaya hotel Melati.
Aduh klo ada uang lebih mah... mendingan cari tempat lain deh.",positif
290,"Makanan kurang lengkap
Lampu kamar mati sebelah
Air panas nya ngalir kecil",negatif
291,"Hotel sangat tidak terawat, kotor, fasilitas noob. Mengecewakan",negatif
292,sangat memuaskan..pelayanan prima...rekomendasi untuk penginapan yang nyaman.,positif
293,gk terlalu nyaman. tp murah sih.. sesuai harga lah,positif
294,"Hotel strategis yg berada di tengah kota tasikmalaya, dengan harga terjangkau juga terdapat fasilitas yg lengkap, mulai dari kolam renang dan gym.",positif
295,"Tempat kotor, pegawai cuek, kamar rusak, wc mengerikan, lift rusak",negatif
296,"Pelayanan Ramah, kamar nyaman, kolam renang, gym dan sauna fasilitas dengan biaya tambahan masing2.. Sayang kesini kolam renang sedang di kuras..",positif
297,"wcnya serem bau, terlalu mahal untuk kualitas kamar seperti itu",negatif
298,"lumayan buat menginap semalam, breakfast masih bisa diimprove lagi",positif
299,Hotelnya bagus dan ada di pusat kota tasik mudah di jangkau,positif
300,"Lokasi yang sangat strategis di pusat kota, namun terkadang aktifitas kendaraan keluar masuk hotel membuat lalulintas sedikit macet di jam jam tertentu",positif
301,"Pelayanannya Dan Tampat nya Bukan kelas utk hotel. Masih standard penginapan biasa,syg bgt pdhl Tampat gede sekaliğŸ¤” â€¦",negatif
302,"Murah,kamar nyaman,letak mudah di jangkau ,masakannya enak. Minus nya TIDAK ADA WIFI DI KAMAR",positif
303,"mushola kurang nyaman dan kurang besar. tata letak mushola yang kurang bagus, gak nyaman karena waktu sholat banyak orang lain yang lihat.",negatif
304,"Hotel besar, pelayanan ramah. Tapi fasilitas hotel kurang terperhatikan, makan pagi gak enak",positif
305,"Tempatnya bersih...aman..nyaman...dekat ke pusat kota (mall, pasar, bioskop, taman kota, GOR, Mesjid Agung, Gereja, Wihara, rumah sakit, dll)",positif
306,"Tempatnya cukup enak, makanannya enak, fasilitas nya baik, tapi saya kurang suka dengan aksen tekstur kayunya. Mungkin bisa di buat lebih rapih",positif
307,Pelayanan reseptionis kurang baik. Kamar tidak terlalu bersih. Lift kotor.,negatif
308,City Hotel Lumayan Nyaman dan cukup bersih tempat nya kolam renangnya ada di atas gedung,positif
309,Fasilitas lengkap,positif
310,"Kebersiahan kamar kurang terjaga, begitu pula dengan fasilitas penunjangnya kurang diperhatikan..",negatif
311,"Tapi buat budget kepepet mah bisa juga, yg penting bisa istirahat",positif
312,"Tempatnya lumayan bagus, tetapi kamar bilas nya, airnya hitam lama lama kuning.",positif
313,Saya kesini pas saudaraku dari Jakarta datang sama keluarganya n nginep disini,negatif
314,"Tempatnya nyaman deh pokonya, bisa buat kumpul"", berenang, gym.. dll",positif
315,"Tempat cukup nyaman
Kurang senyum dari para karyawan",positif
316,"Hotelnya bagus untuk foto hanya saja kurang perawatan kamarnya
Seperti hordeng kotor air panas tidak panas",positif
317,"Kamar bersih, ada kolam renang di rooftop. Cuma sarapan paginya yang perlu ditingkatkan",positif
318,"Tempat nya nyaman, murah dengan kualitas prima,, pokoknya keren lah
Renang yuukk.. Atau nge-gym?
Segala ada lah..",positif
319,"Untuk fasilitas nya segala ada, ga kalah sama bintang 3 tapi untuk WC & Mushalla nya tolong lebih dibikin nyaman",positif
320,"Sarapannya habis2an, air panas tidak menyala, ada bercak2 di seprai dan selimut. Not recommended",positif
321,"Tidak sesuai yang diiklan,
Kebersihan kurang, apalagi kamar mandi. cs gak ramah,",positif
322,"Kamar pengap dan gelap, view kamar buruk, sarapan sangat sangat standar, pelayanan cukup baik.
Come here again? No",positif
323,"Sprei nya unyu sekali warna ungu ğŸ˜­
bangunan nya kurang terawat â€¦",positif
324,tempat fitnesnyaa lumayan komplit cuma sayang banyak yg rusak tapi ga ada perbaikan. tapi murahh sii lumayan.,positif
325,"tempatnya enak, cuman karna tiap ruangan tidak kedap suara, jadi susah untuk istirahat tenang",positif
326,"Sarapannya ngga banget,,,kelas hotel bintang 3 sarapan nya buruk.",negatif
327,"Pintu kamar mandi rusak, kamar kurang oke, waktu sarapan hingga jam 10 tapi jam 7.30 sudah habis",negatif
328,"Kalo bukan undangan.. kayakny kurang disarankan disini, colokan dikamar banyak selain itu kurang OK",positif
329,Hotel nya bagus parkir luas harga bersaing,positif
330,"Harga murah, tapi untuk fasilitas dan kebersihan ruangan kurang baik. Mohon ditingkatkan kembali kebersihan ruangan nya",positif
331,"Kamar representatif...pelayanan oke, gasilitas  prokes diterapkan..",positif
332,"Selimutnya kurang tebel, sarapannya menunya kurang. Semoga kedepannya lebih baik lagi.",positif
333,Kamar tdk bebas rokok...kolam renang blm jadi dan gak ada telepon.,negatif
334,Selain nyaman fasilitasnya juga gak kalah sama hotel bintang 4-5 cuma sayangnya masih terbilang baru.,positif
335,"Sy kebagian harga yang mahal,  gak kebagian sarapan pagi, cuma dapat langsung doang, padahal baru jam 8.50",negatif
336,"Walau saya hanya sebentar mengunjungi teman yg lagi kegiatan disini, kelihatannya tempatnya enak, nyaman, asri, adem...",positif
337,Oke lah,positif
338,pas masuk kamarnya bau rokok ğŸ¤£ dan sprei nya kotor. dindingnya ga dicat lagi heuu â€¦,negatif
339,Tempatnya bersih pelayanan baik dan ramah. Harga relatif terjangkau. Makanannya enak dan mudah di cari,positif
340,Sesuai dg harga,negatif
341,Kayanya di tasik baru pertama nemuin hotel yg menyediakan akses utk penyandang disabilitas yaitu City HotelğŸ‘ â€¦,positif
342,"Hotel yang nyaman,
terima kasih, mudah2an kondisi wifi nya sudah bisa lebih baik lagi",positif
343,"Tempatnya enak dan bersih, cuma skr lagi pengembang",positif
344,"Fasilitasnya kurang lengkap,  tdk ada pemanas air sama  tdk ada fasilitas air panas",negatif
345,Hotel yg bagus lux di lengkapi robot vacum cliner sehingga lantai bersih tidak berdebu,positif
346,Cukup nyaman. Tempat parkir mungkin harus diperluas. Sepertinya masih dalam tahap penyempurnaan,positif
347,"Kamar lembab, selimut ada yang basah. Saya merasa kurang nyaman",negatif
348,"Saluran pembuangan air nya jelek, hawa septic tank masuk ke kamar , bau, tidak nyaman, kamar berjamur :(",negatif
349,"Buruk sekali,pelayanan nya sangat tidak bagus dan kamarnya tidak sesuai dengan harganya.
Saya sangat kecewa sekali",negatif
350,"Tempat nyaman. Baik.
Sedang dalam pembangunan.",positif
351,"Hotel d tengah kota tasik yg asik, kekurangan kamar pengap mgkn krn sirkulasi udara yg kurang, tp tempat nyaman",positif
352,"Cheap Hotel..wlo harga standard tpi fasilitas lumayan lengkap, cocok utk para backpacker yg sdang berkunjung ke Tasik",positif
353,waktu acara event listriknya mati terus..support dari team hotel juga kurang..sepertinya karyawannya sedikit,negatif
354,Hotel lumayan strategis hanya pengelola kurang memperhatikan kebersihannya,negatif
355,Hotel ternyaman dengan harga super bersahabat,positif
356,"Tempat nya lumayan nyaman. Ada Fasilitas Gym, restoran dan aula untuk meeting",positif
357,"City hotel pelayanannya baik, sarapan enak cuma kamar mandi kurang bersih",positif
358,"Cukup bagus dan nyaman, meskipun aku belum bermalam, thanks",positif
359,Kurang professional bahkan KTP pun hrs ditinggal sprti hotel short time jaman dulu kala........,negatif
360,Tempat gym ok....perlu dibenahi kamar mandi u bilas sehabis renang dan juga loker tempat gym .,positif
361,Harga terjangkau.. Nyaman.. bersih.. pelayanan baik.. menunya enak.. ğŸ˜Š â€¦,positif
362,kolam renangnya gak layak banget. super kotor banget,negatif
363,Tempat nginep pilihan utama ketika ke tasik. Murah dan pas. Meskipun msh banyak yg mesti dibenerin,positif
364,"Not bad,lokasi pusat kota, harga standar hanya kamar mandunya krg nyaman",positif
365,Layanan bagus dan makanannya jg enak,positif
366,Sayang tdk terawat semuanya... lantai kamar msh kotor,negatif
367,"Nyaman,
Bersih
Resepsionis nya ramah â€¦",positif
368,"Sangat mengecewakan, karena bed cover dan selimut kotor membuat saya gatal gatal",negatif
369,"Hotrlnya ckup nyaman,tersedia jg ballroom untuk pertemuan.dekat dengan masjid agung tasikmalaya",positif
370,"Pas dikantong
Fasilitas oke
Cm wifi aja yg katanya gratis tp ga bisa diakses",positif
371,"Kamar sempit, kasurnya keras ga empuk pernya kerasa banget bikin sakit",negatif
372,"Sesuai dengan harga, hanya saja penerangan di kamarnya kurang terang..",negatif
373,"Lumayan lah, walaupun tembok nya sdh keliatan kotor",negatif
374,"Pas sesuai budget, roof top nya lumayan bisa di nikamatin. Selain itu semuanya standart",positif
375,"Murah nyaman , pelayanan memuaskan resik tempatnya",positif
376,"Bujet hotel di Tasikmalaya.

Okelah, deket dengan taman kota, banyak rumah makan di sekitar hotel â€¦",positif
377,Hotel city lody jaya mantap. Banyak kontribusi Kegiatan sosial nya utk lingkungan sekitar,positif
378,Jam 10 malam masih ad yg karaoke... Ranjang kotor ad debu,negatif
379,"Nyaman , lokasi strategis",positif
380,Handuk bolongÂ² .. yg lainnya not bad laaah,positif
381,Mantep lah. Yg kurang cuma parkiran. Murah and nyaman,positif
382,"Lokasi strategis, kamar nyaman, air hangat tersedia, fasilitas ok..",positif
383,Cukup nyaman hanya saja Kurang bersih berdebu alnya,negatif
384,Kurang pas kamar nya...tp tampilan luar nya krenn,negatif
385,"Hotel baru dengan kamar yg lumayan nyaman, hanya kondisi kamar mandi yg kurang",positif
386,Hotel nyaman untuk semua kalangan cocok,positif
387,Kalau mau mndi air panas kudu dikucurin sekitar 5-15 menit...,positif
388,Tempat nya okey semua hanya water heater nya agak lambat panas nya tapi buat tinggal & pelayanan nya bagus,positif
389,"Hotel nya terjangkau, pasilitas yang di berikan pun lumayan lakh enak",positif
390,"nyaman, cuma malam pertama nginep sabun di kamar mandi kosong ğŸ˜• â€¦",positif
391,"Hotel bersih, kolam renang bagus dilantai atas, dekat pusat kota",positif
392,standar.. dpet harga lagi tinggi ditravel***,positif
393,pintu nya kurang baik susah di tutup nya perlu perbaikan,negatif
394,"Nyaman, bagus dan masakannya enaka mantap",positif
395,"Wifi tdk bisa dipakai dikamar, wifi hanya di lobby.",negatif
396,Hotel yg luas untuk ukuran kelasnya...ruang meeting nya lumayan,positif
397,"Tempatnya bagus banget, bersih dan nyaman. Kamar mandinya nyaman banget",positif
398,"Asyik juga tempatnya, bisa lihat2 Jakarta di jendela kaca atas, apalagi kalo malam",positif
399,Lumayan bagus cukup lah standar istirahat lokal,positif
400,"Bagus, tapi sayang kamarnya perlu diupgrade lagi biar lebih nyaman",positif
401,"AC kamar netes air, namun segera ditangani dg baik.",negatif
402,"Fasilitas ibadah (mushola)  yg mungkin lebih diutamakan, akses nya mudah diketahui.",positif
403,masih kurang bersih dalamnya... mungkin banyak renovasi kiri-kanannya...,negatif
404,"Pelayanan cukup baik, suasana nyaman, tempat parkir kurang luas, ada musholla.",positif
405,Hotel dengan fasilitas lengkap harga terjangku dan ada dipusat kota,negatif
406,Perlu ditingkatkan lagi agar bisa bersaing sama hotel yg dah punya nama,negatif
407,cocok buat yg lagi backpaker an di kota tasik..pelayanan ramah..kamar bersih..parkiran luas,positif
408,Hotel plus tempat gym... Suasana gymnya nyaman.. instrukturnya ramah dan profesional,positif
409,"Menyebalkan,sdh book agoda tapi dateng tiba2 sdh tidak bisa cek in",negatif
410,"Lumayan, sayang tempat parkir lagi di renopasi,,jadi sempit",negatif
411,"Terjangkau, murah, fasilitas lengkap kayak hotel bintang 4, bersih dan makanan enak",positif
412,Tmpatnya bagus..gym nya ok. Coba kalo ada caffe nya lebih mantafffğŸ‘ â€¦,positif
413,Harganya tidak sesuai dengan kualitas. Banyak retakan.. Kamar dan wc sangat standar,negatif
414,bagus pelayanan ramah ada live nya ada tempat olah raga nya,positif
415,"Nyaman banget,, cuma ac nya ga terlalu dingin",negatif
416,Tempat gym favorit saya di hotel city lantai 5,positif
417,harga murah fasilitas mewah...ada kolam renangnya juga lho... gym juga ada..,negatif
418,"cukup bersih, sayang internet ke kamar tidak bisa. sarapan cukup tapi tidak ada jus",negatif
419,Breakfast dan fasilitas kamar yg kurang memuaskan untuk kelas kamar terendah,negatif
420,Good food tapi wifi tidak berfungsi no connection to internet,positif
421,Hanya ruang meetingnya dan lahan parkir yg lumayan .. lainnya biasa saja,negatif
422,Hotel enak dan nyaman..sayang airnya keruh untuk kolam renang,positif
423,"Cocok utk istirahat, klo kita dari perjalanan jauh",positif
424,Hotel murah & rekomen klo buat transit makan-tidur,positif
425,"Pilih disini, jika cari hotel di kota tapi udah ngak ada lagi yg lain",negatif
426,"Pelayanan ramah, kolam renang sma gym dilantai atas ğŸ‘ recomended di Tasik â€¦",positif
427,"Nyaman,akses ke kota dekat,terjangkau",positif
428,tempatnya lumayan bagus+bersih cm sayang tv'nya kecil banget... ğŸ˜ â€¦,negatif
429,"Pelayanan Ok
Kualitas dan kebersihan kamar perlu peningkatan",positif
430,"kolam renang anak nya asyik..makanan nya enak enak,,, bisa ikut nyanyi di restaurant nya",positif
431,Lumayan enak tempatnya .. bersih .. tenang .. wifii kenceng,positif
432,"sinyal Wifi ga sampe dalam kamar, lemah......air panas di kamar mandi lama....",negatif
433,"Bocor bocor, kami tamu tgl.24,25 dari Jkt kecewa...AC g bisa dikecilin...",negatif
434,"Banyak instalasi yg rusak, kurang terawat, menu sarapan kurang variasi",positif
435,Nyaman dengan tempat parkir luas. Dapat menikmati kota Tasikmalaya dari segala arah.,positif
436,"Hotel lumayan murah yang ada di Tasikmalaya, enak untuk yang berkunjung ke Tasikmalaya dengan dana pas pasan",positif
437,"Lumayan tempatnya, hotel terjangkau tarif nya",positif
438,"Hotel bintang tiga dengan fasilitas yang cukup memadai dan selalu ramai dikunjungi.,",positif
439,Kamar nya nyaman bersih,positif
440,"Goblok, kamar 2 orang 220k tp klo 3 orang harus nambah 150k",negatif
441,Harga oke.pasilitas lumayan bersih lengkap,positif
442,"Pertama kali ke Tasikmalaya, dapat penginapan yang baik rapi ..ekonomis ğŸ‘ğŸ‘ğŸ‘ â€¦",positif
443,"Tempat kurang strategis,pelayan kurang sigap,kamar kurang bagus,makanan lumayan",negatif
444,"Sarapan nya kurang lengkap
Kalo habis ga d refil",negatif
445,"Hotel yang cukup nyaman, ada tempat gym dan kolam renang juga",positif
446,"Kamar jorok, ga nyaman, ga ada wifi, ga rekomendasi banget pokok nya",negatif
447,Sebenere sih bagus cma pelit air panas sajahh hehe,positif
448,"Wkt inap di kamar 315 saar hujan air masuk lwt jendela kaca, air menggenangi lantai",negatif
449,"Kamar kurang bersih, makanan tidak direfill",positif
450,"Nyaman sih, tp wifi hotel nya ga bagus",positif
451,Hotel city menyenangkan dengan fasilitas lengkap ada sweeming fool dan tempat fitnes,positif
452,Saat masuk kamar tercium aroma kamar yg kurang sirkulasi udara... Pengap,negatif
453,"Harga sesuai dengan kualitas dan kenyamanan yg di dapat, jadi tak usah berharap banyak",positif
454,Fasilitas Hotel Nya Sangat Bersih Dan Rapih,positif
455,"Tempat lumayan nyaman, 6 lantai. Cuma jalan didepan kecil.",positif
456,Buat buka bersama lumayan nyaman....dan range harganya dua jempol dah...,positif
457,smoking areanya nyaman dan bisa melihat kota tasik dari atas,positif
458,Hotel di pusat kota dekat dengan pusat perbelanjaan akses mudah fasilitas bagus,positif
459,Lumayan bagus hanya sanyang terkadang airnya item,positif
460,Parkiran nya cukup sempit dan kolam renang nua juga kecil,negatif
461,"Selalu menginap disini setiap trip Tasikmalaya, cuma fasilitas masih perlu diperbaiki",negatif
462,Ac ga nyala. Air panasnya lama. Kurang recomended,positif
463,Hotel nya nyaman jd bakal sering kesiniğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥° â€¦,positif
464,"Tempat fitnessnya ok banget, trainernya ramah dan bersahabat.",positif
465,"Hotelnya bagus, tapi sayang musholanya kurang difasilitasi hehe",positif
466,Senang,negatif
467,Suasananya nyaman tempatnya oke.. aula ada dua atas dan bawah..,positif
468,Mantap murmer 258rb pesen via ag*da dapat fasilitas memuaskan,positif
469,"Air mandi tdp panas, ac di kamar lama",positif
470,Cukup nyaman dan bersih harga miring,positif
471,"Baru nyobain gym. Gym 160k worth it, trainer 300k ğŸ‘Œ â€¦",positif
472,"Kebersihn perlu di tingkatkn,terutama bathroom n public area, breakfast ok....",positif
473,Mungkin lagi perbaikan yaaa kamar banyak bocor,positif
474,kamarnya kotor.. gak recommend denhmgan harganya,negatif
475,"Hotelnya lengkap peralatanya, tp produk jasanya kurang banyak.",positif
476,Tampilan luar tidak sesuai dengan kondisi kamar. Sangat buruk.,negatif
477,"Hotel cukup  yaman, makanan enak, akses tengah kota",positif
478,Lumayan strategis dekat pusat kota dgn tarif terjangkau,negatif
479,Murah sekali..sarapan enak,positif
480,Tempatnya bagus... bisa dipake rapat nikah dll,positif
481,"Airnya kotor, sprei serung",negatif
482,"Hotel lumayan baru. Suasana tidak terlalu ramai, harga ekonomis",positif
483,Kamar nya kecil di type deluxe apa bilang di bandingkan dengan hotel lain nya,positif
484,"Nyaman, semoga kedepan lebih nyaman lagi",positif
485,"No telepon, no smoking room..... Tapi cukup nyaman untuk istirahat",positif
486,Hotel nyaman bersih cuman siaran tvnya burem,positif
487,Kasur n sarapan oke.. kamar bersih,positif
488,Hotel ny kurang bersih . tidak ada nonsmoking room.,negatif
489,"Harga terjangkau, pelayanan lumayan lah",positif
490,Rada horor sis menurut w tmpatnya. Masakannya kurang,negatif
491,"Tempat pusat kota, enak cukup tenang, ada room meetingnya juga",positif
492,"Air panas ga ada, keset kotor, tisu habis,",negatif
493,"Acara disini berkali2, tapi makin kesini makin ga ox, tempat juga kotor",positif
494,"Sayang, hotel sekelas City, di kamar gak ada wifi....",negatif
495,"Air nya kdang tdk keluar, wc nya gk nyaman",negatif
496,Cuma kasih bintang 2.. Sarapan ngga enak,positif
497,Berada di pusat kota membuat hotel ini mudah dijangkau.,positif
498,"Nyaman, deket dengan 2 pantai",positif
499,"Kamarnya kotor, air di toiletnya ga nyala",negatif
500,Bagus hotelnya murah dan fasilitas oke,positif
501,Pikir 2x deh kalau mau nginep disini,negatif
502,"Interior hotel cukup baik, alangkah lebih baik bila kelengkapan hotel ditambah",positif
503,Masih perlu di benahi tata ruaangnya,positif
504,CITY HOTEL itu menyeunangkan suasana memuaskan kualitas sungguh baik serba bagus,positif
505,No Coment.... tau juga nggak hotelnyağŸ˜† punten numpang lewat. â€¦,negatif
506,Breakfast nya jelek jam 8 udah kehabisan,negatif
507,Masa sarapan az kehabisan pd hal msh stgh 9,negatif
508,Interior room nya sdh perlu di upgrade,negatif
509,Lumayan nyaman juga...  Cuma harus sedikit di rapihin lagi...,positif
510,"Hotelnya megah, tapi perawatan nya kurang baik.",positif
511,"Air panasnya ga ada, sarapannya ke abisan",negatif
512,Adem ya... Parkir lumayan luas. Aman dan nyaman.,positif
513,No Good sarapan baru setengah 8 sudah pada habis,positif
514,Harusnya handuk yang sudah tidak layak pakai jangan di berikan untuk di pakai konsumen,negatif
515,Okk,negatif
516,Hotelnya mojok di jalaur 1 arah untuk acara besar membuat jalanmacet,negatif
517,Tempat dalamnya bagus cuma dari luar terlihat kumuh,positif
518,"Tempatnya nyaman, tapi sarapannya kurang memuaskan",positif
519,Kebersihan dan menu sarapan tolong lebih diperhatikan,positif
520,"Dikamar tidak ada tlp, sarapan jam 8 sudah habis",negatif
521,Water heaternya kaga panas dan cat kamar sudah dekil,negatif
522,Memuaskan dan pelayanannya baik,positif
523,"Sarapan nya enak cocok di lidah, tempatnya nyaman",positif
524,hotel recomended di Tasikmalaya,negatif
525,Banyak acara yg bisa di adakan disini. Seperti meeting atau seminar,positif
526,Servis makan kurang baik blm waktu tutup makanan sudah di angkat,negatif
527,Toilet nya bersih ..  pelayanan nya amat bagus,positif
528,pelayanan tidak profesional sebagaimana mestinya hotel bintang 3,negatif
529,Hotel tudak layak..air dan kamar kotor,negatif
530,"Hotel yang bagus, ruangan yang sederhana rapih dan bersih, perfect ğŸ‘ â€¦",positif
531,Asri..kolam mantep... Ada gym juga luas tempatnya,positif
532,Istirahat dulu biar fresh,positif
533,"Tempat nyaman.
Terdapat tempat olahraga, ruang rapat dll  ğŸ‘ â€¦",positif
534,lumayan buat sales yg luar kota .tmpt nyaman .,positif
535,Hotel nya Ok lahg untuk Harga yg Terjangkau,positif
536,"Harga Berbicara, yah... Begitulah, ada harga ada rupa",negatif
537,Harga terjangkau.bapak manajer nya ramah sekali,positif
538,"Utk kota kecil sprti Tasik dan golongan menengah, htl City representatif",negatif
539,Kalo untuk tempat singah mah lumayan. Karyawan nya ramah,positif
540,Kamarnya tidak sesuai dengan tampilan depan hotel,negatif
541,Berkesan sekali.. Nyaman..,positif
542,Hati2 banyak penipu,positif
543,Hotel di tengah kota Tasikmalaya dengan harga terjangkau cocok untuk bisnis dan korporat,positif
544,Mungkin sedang renovasi.. Yang merokok dimana saja..,negatif
545,soap shampoo nya kosong ga diisi ğŸ˜‚ â€¦,positif
546,Ruangan kamarnya sesuai dengan harganya.,negatif
547,Kamar Mandi Tidak Ada Bak Merendam,negatif
548,City Hotel dekat perkotaan...nyaman.bersih.pelayanan ramah.,positif
549,Hotelnya bersih dan harga terjangkau,positif
550,"Disediakan tempat gym, shauna dan kolam renang",negatif
551,Recomended nyaman pelayanan ramah..anak2 juga betah,positif
552,"Penginapan dapam kota. Tempat strategis, dekat ke pusat kota Tasik.",negatif
553,Kamar standard n resepsionisnya please smile...,positif
554,Hotelnya cukup enak tapi di dalam gang..,positif
555,"murah, tengah kota tasikmalaya dekat dengan toko aksesoris ratu paksi",positif
556,Kamar nya nyaman,positif
557,"Nyukup nyaman , banyak aula tempat rapat dll",positif
558,Kolam renang nya nyaman sekali,positif
559,Akses mudAh dijangkau dan ada tempat gym yg nyaman,positif
560,Tepat ini selain tepat penginapan ada fasilitas ke bugaran juga,positif
561,View nya bagus...masih tahap pengembangan...,positif
562,"Amazing view on the rooftop, ada tempat gym juga",positif
563,bagus mendingan,positif
564,Fasilitas yv kurang terawat ğŸ˜´ â€¦,negatif
565,"Hotel yang terletak di dekat perkotaan yang memudahkan untuk kemana""",positif
566,Mungkin karena tutup selama Pandemi,negatif
567,"Nyaman, gym nya TOP dech",positif
568,"Dekat dari pusat kota,tempatnya nyantai dan bersih,murah lagi",positif
569,Tempat nya nyaman enak utk keluarga..ğŸ˜ â€¦,positif
570,Tempat Nginap Murah bersih berada di Pusat Kota Tasikmalaya,positif
571,"Plyananny sgt mmuaskan ,,pa satfamny pun ramah skli",positif
572,Akses kemana2 dekat...,positif
573,"Airnya kurang bersih, bangunan juga tidak dirawat",positif
574,Tidak ramah pelayanan nya,negatif
575,"Setiap dinas ke Kota Tasikmalaya,ciamis dan banjar.
.selalu menginap disini",negatif
576,"Meeting Roomnya keren bersih, nyaman ğŸ‘ğŸ‘ â€¦",positif
577,"Hotel dekat rumah,yg nyaman aman bersih",positif
578,"Bersih, nyaman dan live music di food court..",positif
579,enak d pusat kota Tasik...,negatif
580,Hotelnya masih proses renovasi...,negatif
581,"Airnya kotor.., kamrnya juga",negatif
582,Lumayan untuk harganya dan dapat sarapan,positif
583,"Tempatnya cukup bersih, parkiran cukup luas",positif
584,Nyaman buat acara kantor ataupun seminar,positif
585,Menginap semalam di sini. pegawai nya ramah.,positif
586,"Murah, fasilitas lengkap dan di tengah kota",positif
587,Bersih. Ruang lobby dan front officenya sippp!!,positif
588,"Hotel di tengah kota, harga merakyat,",negatif
589,tempatnya nyaman ramah pelayanan nya,positif
590,"Seperti kost""an.. Kualitas pelayanan buruk..",negatif
591,"terkenal di Tasik, nyaman dah",positif
592,salah satu tempat menginap terbaik di tasikmalaya,positif
593,Bagus bersih enak buat nginep,positif
594,"Wc kurang bersih, air nya keruhh",negatif
595,Harus banyak ditingkatkan pelayanan dan tempatnya,negatif
596,Nyaman bosqoe...,positif
597,"hotel nyaman, sarapan lumayan enak",positif
598,"kamar luas, sayang kamar mandinya bau",negatif
599,Hotel nya nyaman dan pelayanan nya bagus,positif
600,Hotel ya lumayan sebanding sama harga,positif
601,Tempatnya enak cuma kurang di rawat,positif
602,Harga sesuai dgn budget dan fasilitas,negatif
603,Kurang repredentatif,negatif
604,Fasilitas lengkap dengan harga yang relatif murah.,positif
605,Hilang helm motor di parkiran,negatif
606,Murah kamar bersih smoking room,positif
607,Enakk bersihh nyaman pokonya,positif
608,BIMTEK SMK SEKABUPATEN DAN SEKOTA TASIKMALAYA TAHUN PELAJARAN 2018-2019,positif
609,Murah meriah untuk mereka yang mau 2jaman,positif
610,City Hotel temlatnya luas dan bersih,positif
611,airnya kurang panas,positif
612,Nganterin makanan buat anak tercinta...,negatif
613,Makanannya gak enak,negatif
614,Saya pernah mengikuti acara body contes di sini,negatif
615,Servis yg Ramah dan cepat,positif
